ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
11798,1,69,61,110.5232027,3156,17,0,2754.131628,1445.884219,24,16,1
11799,1,76,61,125.2624821,3068,0,153,1683.246066,543.3234648,4,1,0
11800,1,48,48,63.88013509,2287,0,2,4514.987019,487.8978545,13,11,1
11801,1,89,72,298.4456088,2940,0,7,4534.86745,2644.714174,10,10,1
11802,1,73,59,280.2027856,2756,0,0,3122.318449,2238.576714,18,10,1
11803,1,9,9,196.1048663,2846,100,0,6175.180211,3361.355625,18,12,0
11804,0,18,15,193.1426254,15,77,0,5800.446358,3437.609858,13,10,1
11805,1,41,34,42.96996968,241,115,3,4236.437995,2369.914688,11,10,1
11806,0,64,52,178.4080939,238,174,11,10380.80958,6419.544427,8,3,1
11807,1,34,28,158.3130644,2427,22,0,9551.794226,1923.088499,17,12,0
11808,1,4,4,122.8112092,2409,371,58,4890.755067,3790.188562,24,23,1
11809,1,4,3,34.66805668,3293,160,22,1139.695822,624.3285426,3,3,1
11810,1,25,25,127.4456356,674,80,16,10138.92293,7352.044729,30,25,1
11811,1,27,27,149.1345139,893,0,0,1014.673028,609.0788829,15,14,1
11812,1,5,5,51.90500711,2410,379,35,6484.453348,5269.371799,12,10,1
11813,1,170,137,267.4718453,2866,108,0,3145.769716,2139.904328,17,15,1
11814,1,163,131,206.6001055,2015,0,46,4082.931198,1121.750956,5,5,0
11815,1,4,3,14.18327577,3407,78,0,7602.322481,5034.060866,10,5,1
11816,1,51,42,80.78753799,2702,358,0,1925.438995,391.3405645,14,14,1
11817,1,1,1,813.5394074,3252,0,31,2385.188838,933.9506053,18,14,1
11818,1,1,1,99.12397807,1163,26,74,2010.219303,539.0614835,5,3,0
11819,0,5,4,250.4282608,374,82,0,2704.832021,1080.081529,29,25,1
11821,1,112,90,151.2813886,1705,0,223,2495.576715,1222.382012,9,9,0
11823,1,151,126,315.3870548,3103,0,159,5631.842375,2737.385772,10,6,0
11824,1,91,73,314.9597117,1087,48,5,6189.831001,2038.623026,27,26,0
11825,1,259,207,607.7778922,1036,0,0,8365.394781,6594.053197,19,16,1
11826,1,141,114,326.7965347,1644,0,0,3176.611435,1824.329672,16,12,1
11827,0,129,114,522.2907403,2246,496,0,5689.521871,3666.496532,23,21,0
11828,1,167,134,409.1556397,3240,611,0,5530.519618,3794.087417,18,12,0
11829,1,117,94,214.3792623,188,0,17,6514.294603,3393.861503,23,17,1
11830,0,11,9,85.2589473,1960,2,19,4725.864002,1547.854628,2,2,1
11831,1,206,165,311.0279363,960,2,0,7480.659478,4602.687584,29,18,1
11832,1,162,141,229.5522319,1693,264,13,580.0687444,429.8964811,23,22,0
11833,1,10,8,99.22511066,1638,16,41,4292.994289,1152.463414,18,18,1
11834,1,253,203,340.1081159,3269,86,46,1685.462339,1096.112849,15,10,0
11835,1,216,179,408.2660676,3051,144,0,3081.962094,2562.696003,15,12,0
11837,1,45,45,387.2908798,2664,0,10,1429.564187,203.9312936,9,9,1
11838,1,32,27,192.8927269,2125,169,0,3942.756608,699.0136011,3,1,1
11839,1,81,65,117.4501655,2166,0,21,1579.629514,411.1797376,23,18,0
11840,1,20,18,44.21831481,73,7,0,2069.46143,1616.834474,30,23,1
11841,0,164,136,290.2430705,2179,332,22,2790.443493,2296.653369,31,25,1
11842,1,85,68,96.90609048,1971,169,55,6000.940167,913.865878,25,25,0
11843,1,154,124,157.2303713,1706,0,0,2241.250766,1479.966285,21,19,0
11844,1,75,61,87.14831379,2825,67,94,242.9191973,182.6197264,2,0,0
11845,1,53,46,77.856455,1074,70,40,2263.720611,1055.057493,27,23,0
11846,1,37,30,65.67078544,2646,165,0,1806.494541,283.8208452,9,8,0
11847,1,25,22,34.65711196,2431,166,45,5463.278561,2594.127622,13,12,1
11848,1,28,23,194.335191,1555,56,3,2065.380501,1031.755566,26,18,0
11849,0,4,4,12.01346518,907,0,67,6240.551292,1688.985524,8,8,1
11850,1,47,42,110.3666685,2465,43,0,10925.14183,1761.283536,16,11,0
11851,1,46,46,230.4442775,3269,303,0,4399.809598,2105.78726,2,0,0
11852,1,16,14,55.49653997,2069,81,0,3335.387849,2248.800748,0,0,0
11853,1,281,225,324.2301635,214,71,63,3194.597373,1526.398378,15,7,1
11854,1,27,22,80.21915622,779,311,15,2595.572919,165.085896,21,21,1
11855,1,75,61,98.9078073,876,114,73,7657.282165,393.2226184,20,18,1
11856,1,42,42,61.95691859,1258,0,55,807.4262406,403.3163289,25,24,1
11857,1,55,44,229.7045384,2715,294,7,5468.55694,1909.810475,3,3,0
11858,1,50,40,77.4845146,2310,374,0,5369.75752,2169.256748,12,11,1
11859,0,57,47,282.3735167,1163,62,149,1619.100558,414.7609219,7,7,1
11860,1,132,105,151.3414067,2047,97,2,8026.944805,4718.94844,2,0,1
11861,1,332,265,357.3159149,181,31,0,2183.164317,358.5698711,29,27,1
11862,1,7,7,223.7315019,587,0,261,5939.387182,4496.187843,29,22,0
11863,1,47,39,65.24553106,1731,103,0,8040.180452,4531.501279,7,7,1
11864,1,4,4,61.68890648,509,341,0,2998.870143,1483.472351,28,25,1
11865,1,14,11,90.3347757,448,250,51,2921.801642,1360.810673,1,1,0
11866,1,242,196,504.9747813,392,0,97,1461.218546,1001.455832,22,14,1
11867,0,162,133,250.9042388,1202,70,20,3793.52408,1048.128961,2,0,1
11868,1,22,18,64.47442553,1432,26,14,5849.147837,4074.982486,28,18,1
11869,0,105,86,137.9119496,420,35,4,1841.750111,430.2194817,20,20,1
11870,1,11,10,26.33944949,3176,368,30,6118.787704,4971.957928,14,14,1
11871,0,25,24,32.13618472,1615,185,45,6881.32225,2333.764058,4,4,1
11872,1,27,22,27.22267665,2483,162,14,7212.544622,1563.633198,6,2,1
11873,1,9,8,161.2915554,222,123,2,4073.066034,641.4977565,29,27,1
11874,1,33,28,146.9235658,285,75,79,2112.724388,1041.810259,18,18,1
11875,1,363,308,439.5321285,1493,12,11,3194.349093,1710.561652,26,23,0
11876,1,2,2,104.857128,2127,0,49,2758.005903,1770.071396,12,9,1
11877,1,74,59,213.7173691,903,463,1,1092.811386,663.8051925,16,11,0
11878,1,203,163,380.2471899,2807,0,71,4737.969469,2980.957507,2,2,1
11879,1,39,31,64.35630694,3311,323,16,2815.392434,1504.936213,5,5,0
11880,1,98,81,334.2855674,1988,0,50,1479.568347,1211.012885,31,21,0
11881,1,161,129,176.1724971,2147,151,51,1968.831327,448.0451416,20,12,0
11882,1,21,17,95.65368689,521,371,30,4724.598888,855.3620805,28,25,1
11883,1,147,118,322.0980942,2056,0,0,3205.885349,990.7619078,18,18,1
11884,1,4,4,12.91698876,3070,48,0,7535.199903,1009.222118,3,3,1
11885,1,49,42,82.02622994,3230,210,37,3670.863104,1798.097973,31,28,1
11886,1,86,69,190.2843426,2408,190,56,11296.98069,472.5505983,26,25,0
11887,1,147,118,154.5547333,3058,277,0,3045.038855,1376.399707,5,5,1
11888,0,172,140,514.3662826,2204,449,100,4281.315113,1515.208903,8,4,1
11889,1,49,39,73.48190271,3066,246,68,1655.694028,820.2484791,16,14,0
11890,1,59,48,260.2939405,1397,118,3,1684.273597,1300.902856,7,7,1
11891,1,44,38,48.65213353,769,122,3,5286.908679,1815.51382,22,18,0
11892,1,109,95,171.9544809,2173,7,0,5938.241978,1462.64908,29,24,1
11893,1,34,28,49.7560148,2265,45,71,4814.66163,1781.614513,30,27,0
11894,1,113,97,193.7380354,709,271,54,3087.449083,1828.867579,22,22,1
11895,1,147,119,166.8729544,3288,231,32,1868.431092,149.1159692,15,11,1
11896,0,9,8,13.37903952,49,0,13,4113.255159,2564.659034,8,8,0
11897,1,110,93,210.6643171,3359,20,14,3220.248356,1328.73234,22,20,1
11898,1,5,5,54.08411208,3211,11,90,2951.683601,854.2781955,24,23,0
11899,1,2,2,3.487589936,794,114,18,3286.545691,1780.902733,5,1,1
11900,1,1,1,30.66795452,3228,37,0,1572.929695,835.1375885,27,21,0
11901,1,63,51,421.6551384,3126,20,40,1425.892102,1162.276769,0,0,0
11902,1,45,37,156.9199105,1115,52,3,4063.870758,710.5178139,25,21,1
11903,1,175,140,309.3770146,981,0,49,4237.492223,2917.173988,27,25,0
11904,1,307,248,525.2474722,658,15,0,1393.839442,974.5860466,28,21,1
11905,1,33,29,39.25822328,358,0,30,3379.442948,909.6129467,19,15,1
11906,1,88,70,99.083922,1237,438,13,4598.237211,3316.769567,9,9,1
11907,1,91,81,239.6801987,1413,0,0,3679.673474,2049.361538,22,19,0
11908,1,26,26,58.92007209,493,46,0,5063.870721,1876.410532,30,25,0
11909,0,155,152,260.6947806,1914,187,17,5736.386894,2061.371885,6,3,1
11910,1,35,28,220.2176826,3017,305,0,4422.889196,3190.522356,2,2,0
11911,1,68,55,185.3475435,114,34,175,2462.088487,967.679605,10,5,1
11912,1,61,53,610.6606586,1957,227,37,3064.352214,2417.79198,30,21,1
11913,1,70,56,81.1644432,770,220,0,1808.412107,1452.754055,23,20,1
11914,1,74,62,297.580878,190,0,192,1681.250231,779.3623601,24,15,0
11915,1,88,71,164.8660172,2051,379,4,1487.497408,761.6131255,30,28,0
11916,1,50,40,200.18926,1115,0,2,2061.160552,1221.033671,6,0,1
11917,1,93,74,113.4867363,2406,271,0,3687.358045,2872.573014,18,11,0
11918,0,46,39,50.35156572,1326,116,165,7976.446189,4595.852257,1,1,1
11919,1,9,9,175.360282,3455,27,93,5400.151837,1792.056376,20,14,0
11920,1,62,54,125.0221986,758,97,0,4152.003653,1987.826604,26,21,0
11921,1,152,123,325.4274595,3017,167,7,1457.283362,451.8479997,13,11,0
11922,1,83,67,186.7844405,62,417,0,1080.368261,191.040586,9,3,0
11923,1,86,80,157.0725239,1691,4,0,10675.50658,3537.629906,17,11,1
11924,1,143,114,317.4060229,2695,213,0,6093.656505,3530.056288,21,19,1
11926,1,305,244,626.5413376,3406,20,91,3572.803615,2597.091947,25,23,1
11927,1,344,281,391.1841005,2292,141,12,2846.481846,2141.278089,16,15,1
11928,1,101,81,121.3690543,2007,194,53,2711.391103,2161.535401,30,20,1
11929,1,39,31,82.9545446,2918,0,0,2125.172762,645.7436708,18,12,0
11930,0,9,8,246.5241707,1817,67,0,6906.569882,2014.855871,20,19,0
11931,1,54,43,109.766471,605,48,0,2017.347502,800.773699,13,9,1
11932,1,25,25,82.98346562,3301,163,4,5042.828179,2641.454877,28,24,0
11933,1,22,19,33.70456387,2434,13,71,2953.852838,2328.027999,22,17,0
11934,0,26,24,92.46200513,592,99,72,5428.378658,2430.643373,2,0,0
11935,1,104,85,307.8496496,2764,366,0,5347.006052,3928.268392,14,12,1
11936,1,25,20,60.85292154,3165,111,0,6458.021807,3770.768522,14,6,1
11937,1,10,8,108.4996206,3279,119,0,3151.686468,2026.053229,21,13,0
11938,1,42,42,116.4170143,2215,0,0,6353.473564,1712.737528,25,17,1
11939,1,186,157,322.9029403,3451,164,8,10446.94101,8220.070343,23,22,1
11940,1,97,81,110.064743,1711,70,16,3611.771069,787.5322423,28,20,0
11941,1,73,58,313.1113617,166,318,72,3532.407639,621.3788748,15,15,1
11942,1,81,69,91.00974667,2992,0,0,2593.284855,1594.019876,12,7,0
11943,1,16,14,51.48018805,3227,18,91,10674.47671,1904.364788,17,17,1
11944,1,31,25,138.9805305,1709,160,8,3797.958933,2591.57132,27,18,0
11945,1,3,2,176.8198576,76,95,22,3679.567162,2384.320379,27,22,0
11946,1,43,43,58.92962299,748,0,208,6075.863569,1724.154227,22,13,1
11947,1,14,11,279.8805743,1701,55,0,2105.271845,453.9900676,20,14,0
11948,1,95,77,195.544818,821,16,0,1387.410554,550.1176754,10,8,1
11949,1,15,13,30.39954283,433,38,63,7532.309081,1099.449412,12,5,1
11950,1,4,4,74.35992624,2540,339,13,3186.872891,1286.312493,16,15,1
11951,1,25,22,104.5695807,1688,0,0,2178.194079,1771.584004,1,0,1
11952,0,200,160,338.887474,2543,369,70,4104.553716,856.472248,0,0,1
11953,1,19,16,29.39250627,614,457,0,2230.662276,975.3537997,30,28,0
11954,0,85,69,235.9687932,2367,13,73,9287.447356,2275.719299,15,12,1
11955,1,174,140,476.446813,678,232,64,4015.586467,1573.235242,30,22,1
11956,1,33,33,45.6956126,2547,117,157,7818.370573,3560.112845,25,17,0
11957,1,479,384,586.0326738,3001,191,91,5690.089192,2704.097733,17,9,1
11958,1,8,7,14.88960275,1906,136,0,4725.321655,1107.206878,29,26,1
11959,1,112,98,118.5231079,2041,119,0,2171.893942,564.8796198,23,20,0
11960,0,7,6,27.44191455,882,153,68,6488.839246,3264.070059,18,15,0
11961,0,44,36,136.8280206,190,17,0,6165.366737,1780.13458,2,0,1
11962,1,33,28,73.95699796,178,0,0,1955.191395,683.7276319,12,12,0
11963,1,24,24,23.995963,1507,41,0,2323.86745,359.042703,13,13,0
11964,1,2,2,3.782590531,705,197,0,2097.591865,1601.324319,13,7,1
11965,1,114,91,553.0689545,289,0,0,4763.083906,3824.965238,10,10,0
11966,1,295,237,463.455111,3171,144,0,4051.141029,2139.703287,24,20,0
11967,1,330,265,442.2326001,2150,0,0,704.0823358,470.9634341,12,9,1
11968,1,22,22,85.58436095,2105,65,0,2023.334109,753.8313502,26,18,1
11969,1,38,31,121.7617961,1208,7,179,7171.437677,1457.763607,27,25,0
11970,0,80,65,109.7857647,3058,163,63,2388.355611,1827.823701,8,8,0
11971,1,259,225,299.9744601,1697,55,30,2036.751948,891.2371768,28,19,1
11972,0,72,57,140.3004164,617,258,0,5751.595993,4367.731125,7,7,0
11973,0,161,129,331.5393299,762,461,0,5072.009402,3962.607878,12,12,1
11974,1,57,50,228.8423237,15,158,0,2824.284093,1574.777873,15,10,1
11975,1,70,57,145.9800291,1809,151,0,3333.271637,1480.569581,27,17,1
11976,0,2,2,430.5317269,3048,17,0,3872.860424,192.5015198,2,2,1
11977,1,12,10,238.4991288,2792,61,31,205.6118612,89.22369811,21,18,1
11978,1,60,48,152.4123211,2299,0,9,4026.606279,2882.237924,31,26,0
11979,1,91,73,256.0250935,1110,123,0,4615.38148,2430.235321,27,24,1
11980,1,226,187,275.2709945,147,395,0,2075.377831,1590.541596,28,20,0
11981,0,270,216,279.1508835,2610,124,0,2157.919598,814.8051845,16,16,1
11982,1,86,70,152.335632,1091,347,0,1856.734529,1102.501441,20,19,0
11983,1,59,48,89.64811073,1638,0,268,1229.601548,340.6222475,11,11,1
11984,1,9,9,67.49158645,2652,124,0,2944.863949,839.7008639,10,5,0
11986,0,8,8,314.7495476,2132,1,60,4107.713221,1708.574917,3,0,0
11987,1,5,5,92.34014473,681,0,0,2235.77304,424.6382836,13,13,1
11988,1,1,1,264.4534792,2957,116,115,3159.709199,2279.270282,12,10,1
11989,1,28,23,252.2730371,806,0,9,2488.336207,1427.279351,9,8,0
11990,0,41,33,78.95555295,2635,149,8,4590.160793,2244.385621,18,11,1
11991,1,69,58,190.4039379,1224,322,11,3315.54072,2614.513582,1,1,1
11992,1,144,118,197.9508106,2956,310,29,4623.014806,1563.789342,30,23,0
11993,1,0,0,48.16694055,1793,0,0,1679.990316,1258.77956,23,22,0
11994,1,44,36,47.66971847,2534,320,0,1685.62342,1194.724317,25,16,0
11996,1,120,97,207.193759,2853,23,0,3106.410846,1540.903717,6,6,1
11997,1,92,73,94.9759838,408,144,5,5890.058959,2392.385559,13,9,0
11998,1,14,14,185.6540738,1272,78,0,4132.79243,752.0779183,5,0,0
11999,1,30,24,40.07484481,3211,466,59,3021.595655,2312.514829,12,10,1
12000,1,30,25,52.53017243,3323,0,37,2760.741388,1452.278694,22,21,1
12001,1,46,38,76.88436646,3448,0,0,1589.578352,816.4125583,18,18,0
12002,1,44,36,59.05576326,3491,62,0,6135.706733,1262.175081,6,6,1
12003,1,102,81,250.7777412,3248,24,0,3019.664635,2127.768765,9,9,1
12004,0,46,37,74.12750741,2973,49,42,3449.401558,1186.360386,9,6,1
12005,1,31,25,41.30900931,3293,254,30,3263.121392,2361.303736,16,14,1
12006,1,122,98,127.2182317,395,172,31,3826.055371,556.2539223,28,27,1
12007,1,25,22,216.2610546,670,242,29,3315.548656,421.583477,24,21,0
12008,1,67,58,70.29123803,361,100,88,1302.937256,1063.768667,30,23,1
12009,1,13,13,21.62257687,2263,1,6,1752.013141,1308.845685,12,7,0
12010,1,20,17,83.38646996,3203,293,0,5431.875677,3642.918954,7,4,1
12011,1,179,143,184.4319491,2302,89,30,2747.849289,1046.188509,6,5,1
12012,1,300,241,352.3507021,2771,77,0,4604.329425,3312.221168,14,12,1
12013,1,124,100,231.4959991,2479,24,0,6734.470359,1777.973197,17,9,1
12014,1,131,109,531.4183786,355,26,22,3051.184726,1180.401927,9,3,1
12015,0,23,23,104.9330593,1130,180,0,2181.729631,1775.711166,0,0,1
12016,1,308,246,368.0282401,251,313,4,3857.931598,2522.643151,26,21,1
12017,1,33,28,238.7680712,259,7,0,3030.976878,1655.426553,23,21,1
12018,1,348,284,394.5373922,3098,20,0,3407.011713,1914.742921,17,11,1
12019,1,162,132,235.1509418,939,90,0,2786.160963,1955.007463,23,15,1
12020,1,55,45,193.6148424,3465,112,0,3178.706992,1427.24211,17,14,1
12021,1,120,96,158.0458311,3369,37,226,4847.221141,1937.208934,12,11,1
12022,1,18,18,54.85190094,1462,0,0,4918.075541,3703.425745,25,17,1
12023,1,113,91,128.087355,831,426,42,4473.716306,3614.448947,25,25,0
12024,1,70,57,99.31867488,787,0,98,763.1079732,477.5726062,21,14,0
12025,1,14,13,84.79670139,165,173,70,6804.451777,5061.474576,30,29,1
12027,0,137,110,273.063458,1642,146,82,5007.585068,1038.382012,25,21,1
12028,1,145,117,208.1356221,2032,0,0,3069.419756,2117.481541,5,3,0
12029,1,25,25,118.6402375,1252,321,6,6627.603934,4474.49151,1,1,1
12030,1,34,28,136.838443,841,393,10,3064.986408,2048.386729,9,5,1
12031,1,13,13,62.84986886,1902,0,39,5361.005033,3380.018656,5,5,0
12032,1,40,32,241.7543032,371,165,0,2523.610735,571.9327648,27,23,1
12033,1,179,144,237.250432,1980,0,0,13039.87621,6793.35321,18,16,0
12034,1,208,167,222.9911736,2180,110,0,562.6505394,85.12302174,12,8,1
12035,1,91,73,308.9782271,2940,183,140,9260.888755,5226.507601,2,2,1
12036,0,1,1,39.86463786,2211,0,36,4361.825067,1324.395537,10,3,1
12037,1,23,23,294.9762117,2167,92,0,4044.692196,1941.201251,9,3,1
12038,1,146,142,288.7054173,3292,117,1,1725.437512,1236.981604,1,0,1
12039,1,95,79,197.2527879,164,4,61,3189.918962,2041.603105,21,13,1
12040,0,31,25,140.0424008,690,55,130,4450.151763,3670.363446,1,0,0
12041,1,131,118,144.5062286,1458,32,89,5140.531913,4259.180486,11,11,0
12042,1,4,4,170.8857134,2161,0,14,4178.164181,2913.432776,13,8,1
12043,1,186,149,202.6054562,817,126,88,6034.081234,1329.524053,10,3,0
12044,1,66,66,188.9417541,2552,0,4,5481.633402,2553.883089,25,16,1
12045,1,40,33,83.93216751,171,55,69,2129.817349,1002.837211,20,18,1
12046,1,172,138,308.6236598,2245,0,60,15931.93821,9129.765113,13,10,1
12047,0,97,79,144.2330558,2585,12,23,5411.645395,2962.456219,2,0,1
12048,1,28,26,230.4713971,1538,0,0,4227.918982,2099.429729,30,29,1
12049,1,76,61,113.953622,2114,72,0,7584.496013,5511.652864,1,1,1
12050,1,141,126,229.9967256,843,0,37,5201.136664,3187.052667,17,12,0
12051,1,14,14,70.20672034,2589,308,75,3739.989704,2115.589899,24,22,0
12052,1,33,30,36.65367938,466,0,13,4701.199555,2366.437653,19,17,1
12053,1,4,4,18.36045669,246,343,0,351.7274278,152.3371527,28,19,1
12054,1,82,66,93.90704513,2755,99,5,2730.042265,1487.178165,10,10,1
12055,0,120,96,256.2611467,881,244,0,3552.457175,2728.405934,10,9,1
12056,1,40,34,123.490825,1691,0,70,548.0314141,330.6500313,10,9,1
12057,1,13,11,131.9423354,988,512,0,2004.970872,1387.124773,22,22,1
12058,1,58,53,254.4799871,542,232,29,4025.759676,2433.855327,9,9,1
12059,0,627,506,628.8402764,1326,29,0,2736.047674,1196.293615,11,7,1
12060,1,127,103,184.8393063,1800,49,0,3808.880995,579.1237095,8,4,1
12062,1,105,84,120.3768877,3466,77,25,4102.974278,1623.181695,15,13,0
12063,0,142,114,144.664193,1612,479,0,3007.567413,1995.438663,2,2,1
12064,1,49,41,52.44177232,1019,104,3,683.0419834,459.5575056,13,7,0
12065,1,99,79,119.0824854,251,112,0,1490.115607,905.8438568,24,16,1
12066,1,14,12,16.1388721,636,217,63,5433.273339,3014.482118,6,0,1
12067,0,77,62,609.6290469,1969,0,32,2249.889304,1859.345281,3,0,0
12068,0,195,156,256.5448769,1150,0,77,7867.747767,3484.784407,7,2,0
12069,1,23,23,116.8559526,2770,17,65,2186.248554,1269.856879,28,17,0
12070,1,50,41,64.94887175,871,29,278,4115.228643,3347.377653,23,23,1
12071,1,55,45,213.5591641,1720,0,0,11175.48591,1116.742145,6,1,0
12072,1,24,21,115.5066215,2058,303,0,2783.189844,796.0821763,10,7,1
12073,0,40,32,126.007065,784,0,135,1050.023798,163.0835594,13,13,0
12074,0,103,103,134.6178976,2605,160,16,1562.290571,463.3023462,3,0,1
12075,1,346,279,349.5677227,2157,5,10,10314.7154,2528.029112,9,7,0
12076,1,66,58,447.0161943,2594,0,0,457.5667631,114.2908718,29,22,1
12077,1,2,2,110.7355859,95,151,49,4069.662571,2800.920839,11,9,0
12078,1,142,125,147.0996701,2106,9,31,3212.911365,907.9960286,17,11,0
12080,0,91,75,196.8679889,3438,25,0,11761.58755,9125.024397,8,2,1
12081,1,66,53,141.6113263,1440,20,0,8711.335542,4399.236157,17,14,1
12082,1,13,13,108.2779864,524,91,14,7838.277334,6484.98625,30,19,1
12083,0,48,48,113.3663077,1178,53,0,5669.311853,3310.25797,11,9,1
12084,0,91,78,196.9297111,465,27,0,552.8459602,411.0721262,5,2,1
12085,1,160,128,226.3385289,3417,107,22,5504.332017,1626.179543,30,21,1
12086,1,111,90,319.3716415,784,312,112,3014.583049,2441.733627,25,22,0
12087,1,25,25,44.39200193,2410,0,0,3003.658759,1101.304737,25,17,0
12088,1,83,67,511.0691563,921,0,53,3500.101694,836.1587271,28,22,1
12089,1,124,99,239.1103347,1231,316,0,5691.397865,4238.914879,5,2,0
12090,1,57,48,77.34166676,2939,302,0,4471.148183,1184.616644,7,7,1
12091,0,106,91,264.6939818,1874,60,0,6626.153261,4526.230901,6,6,0
12092,1,140,129,262.0433104,2771,89,40,4334.621104,907.7079622,6,6,1
12093,0,190,153,250.6975404,1595,12,0,6019.618735,4554.133886,12,12,0
12094,1,68,61,139.3715861,802,0,0,2169.779493,1630.530418,27,25,1
12095,1,36,30,195.5013455,3021,309,68,3950.348831,2080.671312,20,17,1
12096,1,36,30,208.0108526,2932,0,0,4499.879956,2057.686032,22,22,0
12097,0,64,52,154.1327451,2303,300,0,2919.254894,395.009363,22,17,1
12098,1,58,49,77.54673428,3209,16,13,2249.522128,1698.079107,8,8,1
12099,0,15,12,100.5769094,2377,77,13,6699.624941,3980.972858,0,0,0
12100,1,97,79,789.9840831,209,88,43,4085.087923,2471.921331,29,19,0
12101,1,68,55,119.6668844,957,34,25,1369.640504,402.8798405,27,21,0
12102,1,44,35,377.4273393,2978,205,77,6028.786997,4364.445337,11,9,0
12103,1,119,95,394.1855579,1881,189,24,2391.585524,1552.905687,20,13,0
12104,1,41,34,58.44780676,2949,0,0,1015.309016,733.0934044,27,22,1
12105,0,3,3,259.5754659,118,425,119,1453.67344,522.8819323,10,4,0
12107,1,124,100,177.4039219,3134,55,19,6395.011171,2007.292991,26,20,0
12108,1,50,42,83.62473568,27,42,10,405.3014924,207.0157094,27,25,1
12109,1,119,100,486.0020723,2214,0,19,4192.153991,1781.293425,30,26,1
12110,1,79,78,87.87451392,2794,220,0,3629.714581,2712.726253,0,0,0
12111,0,154,124,262.9819405,1619,0,164,4698.248882,928.7762016,18,18,1
12112,1,39,31,163.8002562,496,130,0,1016.717321,754.1709236,17,14,0
12113,0,59,50,332.5032537,10,52,0,2872.948986,1204.401413,10,6,1
12114,1,131,105,152.1867935,1399,0,0,5470.151427,4400.916964,14,14,1
12115,1,42,36,48.53884423,315,42,5,5686.098163,2249.010664,18,11,1
12116,1,58,46,258.9454734,1659,401,6,3605.271582,2906.091406,17,15,0
12117,1,6,5,107.5460145,2260,0,0,7039.352104,4491.697349,8,6,1
12118,1,191,155,219.1724043,15,688,7,2567.141318,880.6038361,4,4,0
12119,1,72,72,200.0293934,1641,47,41,2628.533057,1526.906084,8,5,1
12120,1,46,38,67.55086406,3210,213,0,12407.74239,3047.532198,28,23,1
12121,1,24,24,157.5860333,3118,180,0,3762.015787,2176.235076,11,11,1
12122,1,46,46,68.49465395,2789,0,150,2388.19712,1819.100305,22,22,1
12123,1,67,56,113.0295301,388,55,121,1171.754462,631.5258692,10,4,1
12124,1,224,179,365.1825366,1817,0,10,3812.179418,1635.260093,18,11,1
12125,1,135,109,271.4541588,2329,0,0,2067.5773,1569.784516,9,7,1
12126,0,44,36,70.26315956,329,85,0,2201.417611,1645.35745,5,0,1
12127,1,29,24,65.84500457,1144,146,123,4307.809909,1085.642933,16,14,1
12128,1,36,33,295.0260657,3125,0,27,6298.42908,837.570432,6,3,0
12129,1,77,64,431.6882183,1475,252,21,1231.480944,679.2391711,4,0,0
12130,1,47,38,157.9994335,1339,0,91,1493.566042,436.7048303,22,19,1
12131,1,11,11,204.5105415,2922,47,30,5637.631252,3418.640159,25,20,1
12132,1,162,131,207.1684455,2762,0,29,2261.055704,515.16606,13,11,1
12133,1,18,15,104.935181,1294,115,5,3059.244728,855.5896528,27,20,0
12134,1,190,153,206.0176601,3250,374,0,3932.917574,1727.188848,22,19,1
12135,1,64,53,258.4712759,1209,32,41,21183.40189,620.8412141,10,10,0
12136,1,76,72,520.3278342,704,146,30,2097.327515,1620.27087,25,20,1
12137,1,21,18,270.6623385,461,123,0,9618.85569,3638.230285,5,0,1
12138,1,125,101,257.1545084,565,49,0,2272.491753,831.4683158,23,14,0
12139,1,106,86,156.2233981,1155,4,88,10153.18211,3819.907347,18,18,1
12140,1,32,32,41.24957673,997,432,36,10007.75555,7860.296796,30,24,0
12141,0,50,41,248.4859401,3039,0,51,10537.20158,7624.122307,5,4,0
12142,1,138,111,529.2173269,3037,0,25,3212.81801,1151.830056,16,13,1
12143,1,107,86,175.2327792,1627,70,80,4691.590341,413.5869687,14,9,0
12144,0,54,49,106.4084928,659,0,96,3693.005646,2568.120597,25,21,0
12145,1,68,57,368.5601373,93,21,0,299.2655885,203.8718059,21,21,1
12146,1,47,38,100.5060409,1754,187,148,1744.196881,1301.881001,10,10,1
12147,0,59,47,107.2169512,1457,484,28,5860.07472,4835.084108,5,4,1
12148,0,69,56,183.5969605,389,94,78,3478.910904,2395.759818,7,7,1
12149,1,45,37,68.25045327,331,0,48,5461.187569,3460.710287,26,26,1
12150,1,106,85,115.1414684,3124,0,0,11430.25572,2592.72795,29,20,1
12152,1,13,11,91.87611634,312,0,65,2232.846095,301.5423606,26,25,1
12153,1,30,24,307.1109532,1754,196,12,4128.679101,1382.02514,0,0,1
12154,0,381,309,538.9779885,2133,155,11,3926.679499,1835.961679,18,9,1
12155,1,99,82,101.8619206,2103,416,0,759.8877021,257.5221817,23,14,0
12156,1,30,30,83.30801155,2040,84,33,4029.517896,2528.217052,1,1,1
12157,1,52,42,55.41385214,1362,111,2,8158.256607,3553.886758,22,14,1
12158,1,86,70,167.0718781,2009,41,0,3169.098185,2603.807484,7,6,1
12159,1,157,128,234.1588583,1618,39,0,2644.144546,2035.76442,29,18,1
